2026-08-13 00:54:28,995 | INFO | Temp directory created: C:\Users\ANIRBA~1\AppData\Local\Temp\tmpa28q9efn.
2026-08-13 00:54:28,996 | INFO | Temporary directory at: C:\Users\ANIRBA~1\AppData\Local\Temp\tmpa28q9efn
2026-08-13 00:54:29,459 | INFO | Conforming 1 to file:///C:/Users/ANIRBA~1/AppData/Local/Temp/tmp6dd7v11j/index.html
2026-08-13 00:54:30,694 | INFO | Getting tab from queue (has 1)
2026-08-13 00:54:30,694 | INFO | Got ABD8
2026-08-13 00:54:31,023 | INFO | Reloading tab ABD8 before return.
2026-08-13 00:54:31,112 | INFO | Putting tab ABD8 back (queue size: 0).
2026-08-13 00:54:31,113 | INFO | Waiting for all cleanups to finish.
2026-08-13 00:54:31,113 | INFO | Exiting Kaleido.
2026-08-13 00:54:31,115 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:31,115 | INFO | shutil.rmtree worked.
2026-08-13 00:54:31,115 | INFO | Closing browser.
2026-08-13 00:54:31,143 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:31,143 | INFO | shutil.rmtree worked.
2026-08-13 00:54:31,143 | INFO | Closing browser.
2026-08-13 00:54:31,143 | INFO | Cancelling tasks.
2026-08-13 00:54:31,143 | INFO | Exiting Kaleido/Choreo.
2026-08-13 00:54:31,312 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:31,312 | INFO | shutil.rmtree worked.
2026-08-13 00:54:31,312 | INFO | Cancelling tasks.
2026-08-13 00:54:31,312 | INFO | Exiting Kaleido/Choreo.
2026-08-13 00:54:31,312 | INFO | Protein Name chart saved.
2026-08-13 00:54:31,312 | INFO | Creating Top 20 Gene Names Bar Chart.
2026-08-13 00:54:31,336 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:31,339 | INFO | shutil.rmtree worked.
2026-08-13 00:54:31,339 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:31,339 | INFO | shutil.rmtree worked.
2026-08-13 00:54:31,359 | INFO | Chromium init'ed with kwargs {}
2026-08-13 00:54:31,360 | INFO | Found chromium path: C:\Program Files\Google\Chrome\Application\chrome.exe
2026-08-13 00:54:31,360 | INFO | Temp directory created: C:\Users\ANIRBA~1\AppData\Local\Temp\tmpowfz1cmb.
2026-08-13 00:54:31,360 | INFO | Opening browser.
2026-08-13 00:54:31,360 | INFO | Temp directory created: C:\Users\ANIRBA~1\AppData\Local\Temp\tmp6m6ios7g.
2026-08-13 00:54:31,360 | INFO | Temporary directory at: C:\Users\ANIRBA~1\AppData\Local\Temp\tmp6m6ios7g
2026-08-13 00:54:31,829 | INFO | Conforming 1 to file:///C:/Users/ANIRBA~1/AppData/Local/Temp/tmpowfz1cmb/index.html
2026-08-13 00:54:32,984 | INFO | Getting tab from queue (has 1)
2026-08-13 00:54:32,984 | INFO | Got FFB2
2026-08-13 00:54:33,260 | INFO | Reloading tab FFB2 before return.
2026-08-13 00:54:33,361 | INFO | Putting tab FFB2 back (queue size: 0).
2026-08-13 00:54:33,362 | INFO | Waiting for all cleanups to finish.
2026-08-13 00:54:33,362 | INFO | Exiting Kaleido.
2026-08-13 00:54:33,363 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:33,363 | INFO | shutil.rmtree worked.
2026-08-13 00:54:33,364 | INFO | Closing browser.
2026-08-13 00:54:33,392 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:33,392 | INFO | shutil.rmtree worked.
2026-08-13 00:54:33,392 | INFO | Closing browser.
2026-08-13 00:54:33,392 | INFO | Cancelling tasks.
2026-08-13 00:54:33,392 | INFO | Exiting Kaleido/Choreo.
2026-08-13 00:54:33,580 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:33,580 | INFO | shutil.rmtree worked.
2026-08-13 00:54:33,580 | INFO | Cancelling tasks.
2026-08-13 00:54:33,580 | INFO | Exiting Kaleido/Choreo.
2026-08-13 00:54:33,580 | INFO | Gene Name chart saved.
2026-08-13 00:54:33,580 | INFO | Creating Top 20 Organisms Bar Chart.
2026-08-13 00:54:33,580 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:33,580 | INFO | shutil.rmtree worked.
2026-08-13 00:54:33,624 | INFO | Chromium init'ed with kwargs {}
2026-08-13 00:54:33,624 | INFO | Found chromium path: C:\Program Files\Google\Chrome\Application\chrome.exe
2026-08-13 00:54:33,624 | INFO | Temp directory created: C:\Users\ANIRBA~1\AppData\Local\Temp\tmpq02uts9j.
2026-08-13 00:54:33,624 | INFO | Opening browser.
2026-08-13 00:54:33,624 | INFO | Temp directory created: C:\Users\ANIRBA~1\AppData\Local\Temp\tmpywvo_5pf.
2026-08-13 00:54:33,624 | INFO | Temporary directory at: C:\Users\ANIRBA~1\AppData\Local\Temp\tmpywvo_5pf
2026-08-13 00:54:34,090 | INFO | Conforming 1 to file:///C:/Users/ANIRBA~1/AppData/Local/Temp/tmpq02uts9j/index.html
2026-08-13 00:54:35,328 | INFO | Getting tab from queue (has 1)
2026-08-13 00:54:35,328 | INFO | Got D623
2026-08-13 00:54:35,645 | INFO | Reloading tab D623 before return.
